"gndr","agea","cntry","rgn","ctzmod","brnmod","domicil","prtnr","pdwrkp","isco08p","edumod","edutre","edupmod","eduptre","omogamia","chld3","chld10","chld14","anweight","psu","stratum","pdwrk"
"female",37,"BG","East Europe","ethnic minorities","Europe","Small City",1,0,"elementary occupations",3,2,2,1,0,0,1,1,0.413254705523848,1017,149,0
"female",53,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.298865837764781,1031,161,1
"male",44,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.358289961610877,819,143,1
"female",32,"BG","East Europe","autochthonous","Europe","Big City",1,1,"skilled manual workers",2,1,2,1,1,0,0,0,0.293120086255026,1073,166,1
"male",54,"BG","East Europe","autochthonous","Europe","Big City",1,1,"services and sales workers",3,2,3,2,1,0,0,0,0.265779148938523,921,138,1
"female",44,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,2,2,0.223154368335199,658,127,1
"male",37,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",2,1,1,1,1,0,1,2,0.393281976852978,1122,178,0
"male",45,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.45982675364009,1051,164,1
"male",29,"BG","East Europe","ethnic minorities","Europe","Small City",1,0,"6666666666",3,2,2,1,0,1,2,2,0.244085137582938,753,130,0
"female",39,"BG","East Europe","autochthonous","Europe","Big City",1,1,"elementary occupations",3,2,3,2,1,0,1,2,0.149433000854478,1019,161,1
"male",46,"BG","East Europe","autochthonous","Europe","Big City",1,1,"elementary occupations",2,1,3,2,0,0,0,0,0.231956268793335,782,135,1
"male",55,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",3,2,7,3,0,0,0,0,0.248964345760026,1163,171,1
"male",44,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,1,1,0.204040625170516,752,130,0
"male",39,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",3,2,3,2,1,0,0,0,0.276279314319171,1060,160,1
"female",27,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.502890527561464,1046,165,1
"female",55,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",3,2,2,1,0,0,0,0,0.198957339284085,1070,168,1
"female",52,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.176797201849448,760,134,1
"female",51,"BG","East Europe","ethnic minorities","Europe","Country Village",1,1,"elementary occupations",3,2,2,1,0,0,0,0,0.188988435003314,1178,182,0
"male",54,"BG","East Europe","autochthonous","Europe","Small City",1,1,"professionals and employees",3,2,3,2,1,0,0,0,0.380050370357436,693,115,1
"female",27,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,1,1,0.637667951997488,1056,164,1
"male",42,"BG","East Europe","autochthonous","Europe","Big City",1,0,"6666666666",3,2,2,1,0,1,1,1,0.616802711236593,865,105,1
"female",48,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.0773456321795733,695,115,1
"female",54,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.231424548649768,1169,171,1
"female",38,"BG","East Europe","autochthonous","Europe","Small City",1,1,"services and sales workers",3,2,3,2,1,0,0,0,0.215087232881668,906,153,0
"male",53,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.114935137948187,795,141,1
"male",40,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.344805422041769,794,141,0
"male",32,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",3,2,3,2,1,0,0,0,0.613772957300425,1068,168,0
"female",31,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.559577603401872,732,123,0
"female",45,"BG","East Europe","ethnic minorities","Europe","Small City",1,1,"elementary occupations",1,1,1,1,1,0,0,0,0.203717392834607,924,155,0
"male",55,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",3,2,2,1,0,0,0,0,0.207942742457572,925,155,0
"male",45,"BG","East Europe","ethnic minorities","Europe","Country Village",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.211543120490092,743,128,1
"male",30,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,3,2,1,0,1,1,0.184749248491958,774,134,1
"female",54,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.52629637841727,806,141,0
"male",53,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.195248823673575,887,148,1
"male",50,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.122815237689391,744,128,1
"female",54,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",3,2,3,2,1,0,0,0,0.238857367694865,682,113,0
"male",49,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.379650740035862,716,121,1
"male",32,"BG","East Europe","ethnic minorities","Europe","Big City",1,1,"services and sales workers",1,1,1,1,1,0,1,2,0.544370207283966,957,161,1
"male",44,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.146852585113817,983,161,1
"female",54,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,0,0,0,0.367823118668269,839,142,1
"male",50,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,0,0,0,0.224930031302842,889,148,1
"male",35,"BG","East Europe","ethnic minorities","Europe","Country Village",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.313886173578734,721,121,0
"male",55,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.133929751077928,738,128,1
"female",41,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",3,2,4,2,1,1,1,2,0.448298887802512,979,161,1
"male",37,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,1,1,1,0.380647291099497,1001,161,1
"male",53,"BG","East Europe","autochthonous","Europe","Big City",1,0,"6666666666",3,2,3,2,1,0,0,0,0.308401421195967,1159,105,1
"female",27,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.61094701876292,977,161,1
"female",32,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.406144249910532,892,148,1
"male",37,"BG","East Europe","ethnic minorities","Europe","Big City",1,1,"skilled manual workers",2,1,2,1,1,0,2,3,0.526632201665839,675,111,0
"female",49,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",3,2,3,2,1,0,0,0,0.179143095447423,681,113,0
"female",28,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.61094655971923,980,161,1
"female",45,"BG","East Europe","autochthonous","Europe","Small City",1,1,"professionals and employees",3,2,3,2,1,0,0,0,0.313488215487748,679,112,1
"male",33,"BG","East Europe","autochthonous","Europe","Small City",1,1,"professionals and employees",6,3,6,3,1,0,1,1,0.882080059843532,1045,164,1
"male",47,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,0,0,0,0.337395046954263,884,148,1
"male",42,"BG","East Europe","autochthonous","Europe","Big City",1,0,"6666666666",3,2,3,2,1,1,1,2,0.389719699446785,912,154,1
"female",45,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,3,2,1,1,1,1,0.156216551782358,738,128,0
"female",34,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.691961147779827,979,161,1
"female",29,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,1,1,1,0.502312821076741,702,116,0
"female",45,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.492556568785678,781,133,1
"female",41,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",3,2,2,1,0,0,0,0,0.41060546601842,729,123,1
"male",39,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.440557804524705,998,161,1
"female",52,"BG","East Europe","autochthonous","Europe","Big City",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.198679585062388,890,148,1
"female",41,"BG","East Europe","ethnic minorities","Europe","Country Village",1,1,"manager",2,1,2,1,1,0,0,1,0.253497074317155,715,121,1
"female",47,"BG","East Europe","ethnic minorities","Europe","Big City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.168094553195004,978,161,0
"male",49,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,0,0,0,0.380647258310662,970,161,1
"female",49,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.404119047513751,943,138,1
"male",32,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.676093515679381,977,161,1
"male",43,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.309569490655741,737,125,1
"male",48,"BG","East Europe","autochthonous","Europe","Big City",1,0,"6666666666",3,2,3,2,1,1,1,1,0.380505577754416,1163,171,1
"male",31,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.76476128015102,843,138,1
"female",48,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.136448187723138,1072,167,1
"male",54,"BG","East Europe","autochthonous","Europe","Small City",1,0,"6666666666",3,2,3,2,1,0,0,0,0.411202058872131,1082,105,1
"male",36,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",6,3,7,3,1,0,0,0,0.344454712662088,843,138,1
"male",28,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.621606996925595,915,154,1
"male",45,"BG","East Europe","autochthonous","Europe","Small City",1,1,"professionals and employees",7,3,7,3,1,0,1,2,0.264440348014651,747,130,1
"male",42,"BG","East Europe","autochthonous","Europe","Big City",1,0,"6666666666",6,3,7,3,1,1,1,1,0.652647137823455,1080,166,0
"male",47,"BG","East Europe","autochthonous","Europe","Small City",1,1,"services and sales workers",3,2,3,2,1,0,0,1,0.284738177985028,711,121,1
"female",45,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.306586624753693,873,147,0
"male",46,"BG","East Europe","ethnic minorities","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.347488761935647,765,134,1
"female",30,"BG","East Europe","autochthonous","Europe","Big City",1,1,"manager",3,2,3,2,1,1,1,1,0.47351504303019,803,139,0
"male",55,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.193078317554275,1091,170,0
"male",45,"BG","East Europe","ethnic minorities","Europe","Country Village",1,0,"6666666666",2,1,2,1,1,0,1,2,0.12353044415389,750,131,0
"female",33,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,1,2,2,0.691960951046817,994,161,1
"female",55,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.3037086831238,979,161,0
"male",54,"BG","East Europe","autochthonous","Europe","Small City",1,1,"services and sales workers",2,1,3,2,0,0,0,0,0.314783374472171,1049,149,1
"female",48,"BG","East Europe","autochthonous","Europe","Big City",1,1,"services and sales workers",7,3,7,3,1,0,1,1,0.39504778677569,915,154,1
"female",44,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.404119145880256,952,138,1
"male",42,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.384808292633679,1087,168,1
"female",27,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.597639866791426,1152,171,1
"female",26,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.527037897921896,692,115,1
"male",55,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.0669649083277992,743,128,1
"female",50,"BG","East Europe","autochthonous","Europe","Small City",1,1,"professionals and employees",6,3,7,3,1,0,0,0,0.466113225828632,1052,164,1
"female",43,"BG","East Europe","ethnic minorities","Europe","Small City",0,0,"6666666666",1,1,6666666666,6666666666,6666666666,0,0,0,0.239234242564914,868,143,1
"female",33,"BG","East Europe","autochthonous","Europe","Small City",1,1,"professionals and employees",6,3,7,3,1,0,2,2,0.551964888413281,793,140,1
"female",26,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.592016647158248,1046,165,1
"male",43,"BG","East Europe","ethnic minorities","Europe","Big City",1,0,"6666666666",1,1,0,1,1,0,0,0,0.375007381949279,837,142,1
"female",38,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"manager",6,3,6,3,1,0,0,0,0.349519440067882,811,141,1
"male",27,"BG","East Europe","autochthonous","Europe","Small City",1,0,"6666666666",3,2,3,2,1,0,0,0,0.808246095503254,690,115,1
"female",45,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,2,1,0,0,0,0,0.215087232881668,901,153,1
"male",28,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.550071202033879,1041,164,1
"female",52,"BG","East Europe","autochthonous","Europe","Small City",1,0,"6666666666",3,2,3,2,1,0,0,0,0.268200030602255,793,140,1
"male",36,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.146852585113817,986,161,1
"male",29,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.729919011518586,1158,171,1
"male",36,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.190323694733001,936,161,1
"male",48,"BG","East Europe","autochthonous","Europe","Big City",1,1,"manager",7,3,7,3,1,0,0,0,0.328761713897112,1165,171,1
"female",27,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",2,1,2,1,1,0,1,1,0.170199366883284,1179,127,1
"female",39,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",3,2,4,2,1,0,0,1,0.243056928899064,815,143,1
"male",31,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.315834781256842,1040,163,1
"male",53,"BG","East Europe","autochthonous","Europe","Small City",1,1,"services and sales workers",2,1,2,1,1,0,0,0,0.223464321192914,933,157,0
"female",43,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",2,1,3,2,0,0,0,0,0.368949808618212,1060,160,0
"male",44,"BG","East Europe","ethnic minorities","Europe","Small City",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.47232900528881,880,150,1
"male",48,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.380647291099497,941,161,1
"male",39,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",4,2,6666666666,6666666666,6666666666,0,0,0,0.2853792652879,1171,171,0
"male",54,"BG","East Europe","autochthonous","Europe","Big City",1,0,"6666666666",6,3,7,3,1,0,1,1,0.176112292268534,671,111,0
"male",30,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.560527036909541,808,140,1
"male",45,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.298824556621455,748,131,1
"male",36,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.14685263429707,945,161,1
"female",36,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.385707624801394,1154,171,1
"female",35,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.386321759681856,711,121,1
"female",25,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.691960819891477,968,161,1
"female",36,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",7,3,3,2,0,0,0,0,0.404119145880256,952,138,1
"female",51,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",7,3,7,3,1,0,0,0,0.18762202588033,1140,179,1
"female",36,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.233953158031052,1041,164,1
"female",53,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",7,3,3,2,0,0,0,0,0.318374276531362,741,126,1
"male",36,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.501214821357466,726,122,1
"male",40,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.370183029493227,1141,179,1
"female",46,"BG","East Europe","ethnic minorities","Europe","Small City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.155462670886919,1124,177,1
"female",27,"BG","East Europe","autochthonous","Europe","Big City",1,1,"skilled manual workers",7,3,7,3,1,1,1,1,0.408889560702653,886,148,0
"female",54,"BG","East Europe","ethnic minorities","Europe","Small City",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.153515801017069,1045,164,1
"female",49,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",2,1,6666666666,6666666666,6666666666,0,0,0,0.120863810171469,911,156,1
"female",46,"BG","East Europe","autochthonous","Europe","Big City",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.238415488959332,894,148,1
"male",32,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",3,2,3,2,1,0,0,0,0.602409724203627,1077,166,0
"male",50,"BG","East Europe","autochthonous","Europe","Small City",1,1,"professionals and employees",7,3,7,3,1,0,0,0,0.200603945396977,737,125,1
"male",53,"BG","East Europe","autochthonous","Europe","Big City",1,1,"services and sales workers",3,2,7,3,0,0,0,0,0.293705170227635,1018,161,1
"female",43,"BG","East Europe","autochthonous","Europe","Big City",1,1,"services and sales workers",7,3,7,3,1,0,0,1,0.406335933440227,1125,176,1
"male",46,"BG","East Europe","ethnic minorities","Europe","Small City",1,0,"6666666666",1,1,1,1,1,0,0,0,0.472963961079527,924,155,1
"male",39,"BG","East Europe","ethnic minorities","Europe","Country Village",1,1,"professionals and employees",3,2,7,3,0,1,2,2,0.379650740035862,712,121,1
"male",46,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"professionals and employees",6,3,3,2,0,0,1,2,0.276639794771696,1047,165,1
"male",45,"BG","East Europe","autochthonous","Europe","Small City",1,1,"professionals and employees",7,3,7,3,1,0,0,1,0.334581305863396,761,133,1
"female",39,"BG","East Europe","autochthonous","Europe","Big City",1,1,"skilled manual workers",6,3,7,3,1,1,1,1,0.297720458178861,958,161,1
"female",33,"BG","East Europe","ethnic minorities","Europe","Small City",1,1,"elementary occupations",1,1,1,1,1,0,0,1,0.302461100739033,917,154,0
"male",50,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.47232900528881,880,150,1
"female",33,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.203648864169355,975,161,1
"male",28,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.590445996381746,1142,179,1
"male",27,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",3,2,3,2,1,1,1,1,0.322176928887297,823,144,1
"female",39,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.163561349199767,699,119,0
"male",47,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",3,2,6,3,0,0,0,0,0.36286239744725,855,142,1
"female",33,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.366207350454741,681,113,0
"male",54,"BG","East Europe","ethnic minorities","Europe","Big City",1,0,"6666666666",1,1,0,1,1,0,0,0,0.107144977981521,837,142,1
"female",53,"BG","East Europe","autochthonous","Europe","Big City",1,0,"6666666666",3,2,0,1,0,0,0,0,0.580787258086118,1170,171,1
"female",51,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.309940922579172,1094,149,1
"male",47,"BG","East Europe","ethnic minorities","Europe","Country Village",1,0,"6666666666",3,2,3,2,1,0,0,0,0.14941239307165,749,131,0
"male",40,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,0,0,1,0.326323568911727,1074,166,1
"female",50,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"professionals and employees",3,2,3,2,1,0,0,0,0.128697792416178,667,110,1
"female",47,"BG","East Europe","ethnic minorities","Europe","Country Village",1,0,"6666666666",3,2,3,2,1,0,0,0,0.235729624325154,765,134,0
"female",47,"BG","East Europe","autochthonous","Europe","Country Village",1,1,"skilled manual workers",7,3,3,2,0,0,0,0,0.358315995945906,826,144,1
"male",33,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.237561257834226,905,152,1
"male",51,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",3,2,3,2,1,0,0,0,0.29370526859414,996,161,1
"male",46,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,0,0,0,0.224481906294232,913,154,1
"male",44,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",7,3,7,3,1,0,1,2,0.380647291099497,944,161,1
"male",35,"BG","East Europe","autochthonous","Europe","Big City",1,0,"6666666666",3,2,6,3,0,2,2,2,0.39866862504128,888,138,1
"female",40,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.448298789436007,949,161,0
"female",43,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",7,3,3,2,0,0,0,1,0.426465425531465,1144,181,1
"male",42,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.293705170227635,941,161,1
"male",45,"BG","East Europe","autochthonous","Europe","Small City",1,1,"skilled manual workers",3,2,3,2,1,0,0,0,0.290430844370839,762,133,1
"male",43,"BG","East Europe","autochthonous","Europe","Suburbs or Outskirts of Big City",1,0,"6666666666",3,2,3,2,1,0,0,0,0.443126153974068,1186,106,1
"male",53,"BG","East Europe","autochthonous","Europe","Small City",1,1,"services and sales workers",3,2,3,2,1,0,0,0,0.45982662248475,1045,164,1
"female",54,"BG","East Europe","autochthonous","Europe","Big City",1,1,"services and sales workers",3,2,3,2,1,0,0,0,0.179319630535325,948,161,1
"female",39,"BG","East Europe","autochthonous","Europe","Small City",1,1,"manager",3,2,6,3,0,1,1,2,0.408636037430057,719,120,1
"male",40,"BG","East Europe","ethnic minorities","Europe","Country Village",1,1,"services and sales workers",2,1,2,1,1,0,1,2,0.365512063207533,1109,175,1
"male",40,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.459826425751739,1042,164,1
"female",29,"BG","East Europe","ethnic minorities","Europe","Small City",1,1,"elementary occupations",1,1,1,1,1,1,3,4,0.274338149706619,824,144,0
"male",49,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.440557935680045,946,161,1
"female",48,"BG","East Europe","ethnic minorities","Europe","Big City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.173727248801511,799,139,1
"male",36,"BG","East Europe","ethnic minorities","Europe","Small City",1,1,"skilled manual workers",3,2,3,2,1,0,1,2,0.803158907745452,718,120,1
"male",25,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.460329701580902,1088,168,1
"male",25,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.488170275165876,752,130,0
"female",52,"BG","East Europe","autochthonous","Europe","Big City",1,1,"skilled manual workers",6,3,4,2,0,0,0,0,0.245215516276824,852,142,1
"female",50,"BG","East Europe","ethnic minorities","Europe","Small City",0,0,"6666666666",1,1,6666666666,6666666666,6666666666,0,0,0,0.190984979958263,925,155,0
"male",40,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",3,2,2,1,0,0,1,1,0.384808095900669,1067,168,1
"female",35,"BG","East Europe","autochthonous","Europe","Big City",1,1,"skilled manual workers",3,2,3,2,1,0,1,2,0.258127595574817,1173,171,0
"female",44,"BG","East Europe","autochthonous","Europe","Big City",1,1,"professionals and employees",6,3,6,3,1,0,0,1,0.446580752845961,958,161,1
"female",43,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.444598471034258,1168,127,1
"male",25,"BG","East Europe","autochthonous","Europe","Small City",0,0,"6666666666",6,3,6666666666,6666666666,6666666666,0,0,0,0.171825758679368,814,143,1
"female",41,"BG","East Europe","autochthonous","Europe","Big City",1,1,"skilled manual workers",7,3,3,2,0,0,0,1,0.201364875891952,772,132,1
"male",49,"BG","East Europe","autochthonous","Europe","Country Village",0,0,"6666666666",3,2,6666666666,6666666666,6666666666,0,0,0,0.0421585110731193,667,110,0
"male",37,"BG","East Europe","autochthonous","Europe","Country Village",1,0,"6666666666",2,1,2,1,1,0,0,0,0.397687550307788,1061,168,0
"female",55,"BG","East Europe","autochthonous","Europe","Big City",0,0,"6666666666",7,3,6666666666,6666666666,6666666666,0,0,0,0.124721416614946,912,154,1
